scenario,region,variable,unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
VL,World,BC,Mt BC/yr,2.0817974680551248,2.0834926166845813,2.102139860683531,2.102904613695229,2.102507814760893,2.119635161756652,2.1301435929214407,2.1341308560527805,2.1402607157690654,2.1544336092953857,2.145640651560559,2.1438698542639827,2.1351583526603592,2.134788913589326,2.129760957005521,2.132334376199416,2.148721249322264,2.16236796300409,2.165950196704564,2.1636562313001573,2.157391235048469,2.1422586397518764,2.147075039756889,2.1495589554378967,2.152353219842879,2.169533564180317,2.191945518552646,2.193433817023592,2.2014605681285837,2.217486118431958,2.216861976126612,2.207287793533368,2.202963274953343,2.198924646263758,2.1932950569443967,2.198767852428263,2.221320910148165,2.235042994874579,2.2465287924295847,2.250051185626677,2.2465209672593307,2.2280736051978343,2.230517584316077,2.229197573796423,2.2269535096151825,2.238741857117537,2.2567798263415604,2.257224697851936,2.2613758791584773,2.2755221837996302,2.2731856667451176,2.2655828548676507,2.2679911037479976,2.2694676374691407,2.2734550435535303,2.282048662374551,2.311374646807818,2.327980340863868,2.342226222259045,2.3503284236829,2.352695906844251,2.3393751376342378,2.3468736574207107,2.351039507960342,2.355526610982923,2.3721739416786565,2.397593569136281,2.402625015615866,2.4112397269207366,2.429555565401051,2.432356464023388,2.425949034278432,2.431654880277496,2.4371829208643145,2.439004626426469,2.450869906931893,2.4817739646687604,2.501182531916577,2.5184031574907326,2.52750952826269,2.5408270065819583,2.530122422015631,2.539203323164449,2.544302548212118,2.5582064054079168,2.5801776167440784,2.6146338089649483,2.625009751397158,2.6360196906573288,2.6575602497454645,2.667377373650143,2.661476245106545,2.659189541116035,2.671466583651404,2.675266247457639,2.697680008214532,2.736153742778812,2.77067198948414,2.7890789032930483,2.805320330650184,2.814269164728321,2.806221866538468,2.820526034569395,2.8304138183961505,2.8582301432687527,2.8861512599104127,2.9210963017578053,2.9324102584791776,2.945989590304501,2.977385981668112,2.9940005713893525,2.988109714134267,2.987841982178087,3.0091156041350877,3.02434620235608,3.0493796735201397,3.0910127049343483,3.1209783867703997,3.1436158249889816,3.1690756967930964,3.1772096091879343,3.178787012752489,3.223279047633349,3.23147364720154,3.223633020088982,3.252956208126343,3.264912430889098,3.2791105077464966,3.286977592907041,3.322470585782927,3.352667049387376,3.34716559083135,3.360518250492776,3.3832925786080827,3.383780768822696,3.3921660253434336,3.422889629730819,3.451119827262506,3.51193517470164,3.503808918029388,3.541858372195282,3.552291087519296,3.565762350482612,3.5574876689760817,3.5605237632905737,3.613846577822272,3.633892484349118,3.6526479845103337,3.679527709476928,3.742999418541195,3.761150364598436,3.7677374803936345,3.77946731786838,3.8513130010535104,3.846918546772936,3.906255267062519,3.988238484319712,4.099176003681109,4.063315184819183,4.115799692267272,4.154486128768863,4.164412788497767,4.217472238622964,4.276923234782707,4.153939610538886,4.177995941327019,4.271618383259398,4.323458661553618,4.313988278525338,4.124681115066824,4.261994892168215,4.1177853073305615,4.152231305154265,4.366024050863262,4.346598663360523,4.3768835457708,4.336085640897881,4.393155041968749,4.359380998632886,4.411498202249123,4.271657761668806,4.150576711196655,4.057290141475605,4.090608766008829,4.19510823244677,4.246528976497141,4.343226529777848,4.41091845777287,4.307015128861021,4.347942779497106,4.439183954732126,4.49170988593553,4.531549117011351,4.586137601191508,4.578762817251194,4.326903657590295,4.3939126736222,4.413380989996285,4.482661325510282,4.419832840631743,4.458908876551045,4.501240119257549,4.519274305400677,4.487685632233214,4.555657921963757,4.702234922882639,4.828092935154412,4.8755279898228645,5.011507081014407,5.1249541339602125,5.229177774485542,5.15931936647462,5.182752633139959,5.247457780366471,5.2299000828563305,5.260323800941439,5.256235542201179,5.217633531459743,5.323813073231438,5.426365511721334,5.5481156609238464,5.674359332424633,5.812816449580965,5.944140558927736,5.981655054430951,6.059087989057399,6.267104261220784,6.451430627020141,6.637899405092279,6.736439386004107,6.67498134758636,6.58118728267651,6.5571886190522335,6.614284823607708,6.759888123725789,6.770020002061394,6.944186082917448,7.070180889449395,7.227778350251242,7.419695678338909,7.456986343418769,7.490587422061826,7.501644560936617,7.592164933622439,7.600853040815572,7.944023139754554,8.047937858424504,8.050815775792545,7.731668939541567,7.609006692096091,7.445409564394724,7.33986040051817,7.378546565883971,7.578621738875572,7.813275755622005,7.93483857847809,7.951321432469761,7.921843498811811,7.980373888364376,7.829846804396727,7.845461288795136,7.767547347789275,7.821995825110302,7.7445606938068305,7.626720232323518,7.430200132077372,7.302890678810201,7.34983272289943,7.23727554150309,7.22097182857912,6.97750436676732,7.166147757694347,7.174963997065124,7.219245244604181,7.117541342848192,7.016943183846135,6.859823397212763,6.69811304307003,6.531812121417935,6.360920632256478,6.185438575585662,5.8583919652914505,5.532839574153956,5.208781402173194,4.886217449349157,4.56514771568184,4.326278654595704,4.084768770219392,3.840618062552935,3.593826531596287,3.344394177349495,3.1555885916506914,2.965384331106581,2.773781395717169,2.580779785482451,2.386379500402429,2.307553201962388,2.228507404170749,2.1492421070275167,2.0697573105326814,1.9900530146862527,1.967372285552096,1.944691556417932,1.922010827283774,1.8993300981496093,1.8766493690154495,1.830469488941828,1.7842896088682056,1.7381097287945864,1.6919298487209695,1.6457499686473471,1.6224479148483992,1.5991458610494502,1.5758438072505043,1.5525417534515564,1.5292396996526092,1.5059376458536615,1.4826355920547154,1.4593335382557653,1.436031484456817,1.412729430657871,1.4072045810393752,1.401679731420876,1.396154881802379,1.3906300321838836,1.3851051825653886,1.3795803329468903,1.374055483328393,1.3685306337098968,1.3630057840913985,1.3574809344729015,1.3555819424589115,1.3536829504449237,1.3517839584309317,1.3498849664169428,1.3479859744029536,1.3460869823889632,1.344187990374976,1.3422889983609856,1.340390006346997,1.3384910143330062,1.342705469378917,1.346919924424829,1.3511343794707384,1.3553488345166516,1.3595632895625618,1.3637777446084742,1.3679921996543842,1.3722066547002958,1.3764211097462071,1.3806355647921185
LN,World,BC,Mt BC/yr,2.0817974680551248,2.0834926166845813,2.102139860683531,2.102904613695229,2.102507814760893,2.119635161756652,2.1301435929214407,2.1341308560527805,2.1402607157690654,2.1544336092953857,2.145640651560559,2.1438698542639827,2.1351583526603592,2.134788913589326,2.129760957005521,2.132334376199416,2.148721249322264,2.16236796300409,2.165950196704564,2.1636562313001573,2.157391235048469,2.1422586397518764,2.147075039756889,2.1495589554378967,2.152353219842879,2.169533564180317,2.191945518552646,2.193433817023592,2.2014605681285837,2.217486118431958,2.216861976126612,2.207287793533368,2.202963274953343,2.198924646263758,2.1932950569443967,2.198767852428263,2.221320910148165,2.235042994874579,2.2465287924295847,2.250051185626677,2.2465209672593307,2.2280736051978343,2.230517584316077,2.229197573796423,2.2269535096151825,2.238741857117537,2.2567798263415604,2.257224697851936,2.2613758791584773,2.2755221837996302,2.2731856667451176,2.2655828548676507,2.2679911037479976,2.2694676374691407,2.2734550435535303,2.282048662374551,2.311374646807818,2.327980340863868,2.342226222259045,2.3503284236829,2.352695906844251,2.3393751376342378,2.3468736574207107,2.351039507960342,2.355526610982923,2.3721739416786565,2.397593569136281,2.402625015615866,2.4112397269207366,2.429555565401051,2.432356464023388,2.425949034278432,2.431654880277496,2.4371829208643145,2.439004626426469,2.450869906931893,2.4817739646687604,2.501182531916577,2.5184031574907326,2.52750952826269,2.5408270065819583,2.530122422015631,2.539203323164449,2.544302548212118,2.5582064054079168,2.5801776167440784,2.6146338089649483,2.625009751397158,2.6360196906573288,2.6575602497454645,2.667377373650143,2.661476245106545,2.659189541116035,2.671466583651404,2.675266247457639,2.697680008214532,2.736153742778812,2.77067198948414,2.7890789032930483,2.805320330650184,2.814269164728321,2.806221866538468,2.820526034569395,2.8304138183961505,2.8582301432687527,2.8861512599104127,2.9210963017578053,2.9324102584791776,2.945989590304501,2.977385981668112,2.9940005713893525,2.988109714134267,2.987841982178087,3.0091156041350877,3.02434620235608,3.0493796735201397,3.0910127049343483,3.1209783867703997,3.1436158249889816,3.1690756967930964,3.1772096091879343,3.178787012752489,3.223279047633349,3.23147364720154,3.223633020088982,3.252956208126343,3.264912430889098,3.2791105077464966,3.286977592907041,3.322470585782927,3.352667049387376,3.34716559083135,3.360518250492776,3.3832925786080827,3.383780768822696,3.3921660253434336,3.422889629730819,3.451119827262506,3.51193517470164,3.503808918029388,3.541858372195282,3.552291087519296,3.565762350482612,3.5574876689760817,3.5605237632905737,3.613846577822272,3.633892484349118,3.6526479845103337,3.679527709476928,3.742999418541195,3.761150364598436,3.7677374803936345,3.77946731786838,3.8513130010535104,3.846918546772936,3.906255267062519,3.988238484319712,4.099176003681109,4.063315184819183,4.115799692267272,4.154486128768863,4.164412788497767,4.217472238622964,4.276923234782707,4.153939610538886,4.177995941327019,4.271618383259398,4.323458661553618,4.313988278525338,4.124681115066824,4.261994892168215,4.1177853073305615,4.152231305154265,4.366024050863262,4.346598663360523,4.3768835457708,4.336085640897881,4.393155041968749,4.359380998632886,4.411498202249123,4.271657761668806,4.150576711196655,4.057290141475605,4.090608766008829,4.19510823244677,4.246528976497141,4.343226529777848,4.41091845777287,4.307015128861021,4.347942779497106,4.439183954732126,4.49170988593553,4.531549117011351,4.586137601191508,4.578762817251194,4.326903657590295,4.3939126736222,4.413380989996285,4.482661325510282,4.419832840631743,4.458908876551045,4.501240119257549,4.519274305400677,4.487685632233214,4.555657921963757,4.702234922882639,4.828092935154412,4.8755279898228645,5.011507081014407,5.1249541339602125,5.229177774485542,5.15931936647462,5.182752633139959,5.247457780366471,5.2299000828563305,5.260323800941439,5.256235542201179,5.217633531459743,5.323813073231438,5.426365511721334,5.5481156609238464,5.674359332424633,5.812816449580965,5.944140558927736,5.981655054430951,6.059087989057399,6.267104261220784,6.451430627020141,6.637899405092279,6.736439386004107,6.67498134758636,6.58118728267651,6.5571886190522335,6.614284823607708,6.759888123725789,6.770020002061394,6.944186082917448,7.070180889449395,7.227778350251242,7.419695678338909,7.456986343418769,7.490587422061826,7.501644560936617,7.592164933622439,7.600853040815572,7.944023139754554,8.047937858424504,8.050815775792545,7.731668939541567,7.609006692096091,7.445409564394724,7.33986040051817,7.378546565883971,7.578621738875572,7.813275755622005,7.93483857847809,7.951321432469761,7.921843498811811,7.980373888364376,7.829846804396727,7.845461288795136,7.767547347789275,7.821995825110302,7.7445606938068305,7.626720232323518,7.430200132077372,7.302890678810201,7.34983272289943,7.23727554150309,7.22097182857912,6.97750436676732,7.166147757694347,7.174963997065124,7.219245244604181,7.142227540142184,7.064931533265142,7.0218871703548,6.980906959687835,6.941475406749063,6.903251543694863,6.867093597343279,6.751280292825895,6.634126559305416,6.517269466654348,6.399458135415354,6.279278132537597,6.113656837458296,5.9461588857528005,5.778291254213904,5.608693630754891,5.436932579541169,5.306090029039319,5.175174776038923,5.044323751365542,4.913356401979207,4.780962520597271,4.6766356948284935,4.570813960776695,4.46699647961907,4.361536435872439,4.255975831144889,4.172797253259296,4.089034070921139,4.004292630240005,3.9203043031664806,3.8370815012776447,3.750769613553429,3.66565562902198,3.5804141269168763,3.493710769631941,3.4081204807146657,3.351382614357561,3.295292413135809,3.2378834086324444,3.181352257279523,3.1247097628963982,3.0704208113159224,3.015031562353752,2.9616457754132326,2.9068892550257117,2.852842603324498,2.8299560058488327,2.8076567436393307,2.784641534397116,2.762130684839238,2.739311389304681,2.7183525435838622,2.696621128131401,2.673957299552762,2.6517794807447257,2.629755606465381,2.604077284889416,2.580395764915558,2.55666249041448,2.532461491960288,2.5070348455585147,2.4911551433636405,2.4764285513275177,2.461117100395425,2.445868772864815,2.430815695434528,2.4076943827050847,2.384583592666215,2.361324194773581,2.3387044597086533,2.315585782212735,2.270390894549515,2.226022547405753,2.1804947714348475,2.1358722308145337,2.0907215908787364
L,World,BC,Mt BC/yr,2.0817974680551248,2.0834926166845813,2.102139860683531,2.102904613695229,2.102507814760893,2.119635161756652,2.1301435929214407,2.1341308560527805,2.1402607157690654,2.1544336092953857,2.145640651560559,2.1438698542639827,2.1351583526603592,2.134788913589326,2.129760957005521,2.132334376199416,2.148721249322264,2.16236796300409,2.165950196704564,2.1636562313001573,2.157391235048469,2.1422586397518764,2.147075039756889,2.1495589554378967,2.152353219842879,2.169533564180317,2.191945518552646,2.193433817023592,2.2014605681285837,2.217486118431958,2.216861976126612,2.207287793533368,2.202963274953343,2.198924646263758,2.1932950569443967,2.198767852428263,2.221320910148165,2.235042994874579,2.2465287924295847,2.250051185626677,2.2465209672593307,2.2280736051978343,2.230517584316077,2.229197573796423,2.2269535096151825,2.238741857117537,2.2567798263415604,2.257224697851936,2.2613758791584773,2.2755221837996302,2.2731856667451176,2.2655828548676507,2.2679911037479976,2.2694676374691407,2.2734550435535303,2.282048662374551,2.311374646807818,2.327980340863868,2.342226222259045,2.3503284236829,2.352695906844251,2.3393751376342378,2.3468736574207107,2.351039507960342,2.355526610982923,2.3721739416786565,2.397593569136281,2.402625015615866,2.4112397269207366,2.429555565401051,2.432356464023388,2.425949034278432,2.431654880277496,2.4371829208643145,2.439004626426469,2.450869906931893,2.4817739646687604,2.501182531916577,2.5184031574907326,2.52750952826269,2.5408270065819583,2.530122422015631,2.539203323164449,2.544302548212118,2.5582064054079168,2.5801776167440784,2.6146338089649483,2.625009751397158,2.6360196906573288,2.6575602497454645,2.667377373650143,2.661476245106545,2.659189541116035,2.671466583651404,2.675266247457639,2.697680008214532,2.736153742778812,2.77067198948414,2.7890789032930483,2.805320330650184,2.814269164728321,2.806221866538468,2.820526034569395,2.8304138183961505,2.8582301432687527,2.8861512599104127,2.9210963017578053,2.9324102584791776,2.945989590304501,2.977385981668112,2.9940005713893525,2.988109714134267,2.987841982178087,3.0091156041350877,3.02434620235608,3.0493796735201397,3.0910127049343483,3.1209783867703997,3.1436158249889816,3.1690756967930964,3.1772096091879343,3.178787012752489,3.223279047633349,3.23147364720154,3.223633020088982,3.252956208126343,3.264912430889098,3.2791105077464966,3.286977592907041,3.322470585782927,3.352667049387376,3.34716559083135,3.360518250492776,3.3832925786080827,3.383780768822696,3.3921660253434336,3.422889629730819,3.451119827262506,3.51193517470164,3.503808918029388,3.541858372195282,3.552291087519296,3.565762350482612,3.5574876689760817,3.5605237632905737,3.613846577822272,3.633892484349118,3.6526479845103337,3.679527709476928,3.742999418541195,3.761150364598436,3.7677374803936345,3.77946731786838,3.8513130010535104,3.846918546772936,3.906255267062519,3.988238484319712,4.099176003681109,4.063315184819183,4.115799692267272,4.154486128768863,4.164412788497767,4.217472238622964,4.276923234782707,4.153939610538886,4.177995941327019,4.271618383259398,4.323458661553618,4.313988278525338,4.124681115066824,4.261994892168215,4.1177853073305615,4.152231305154265,4.366024050863262,4.346598663360523,4.3768835457708,4.336085640897881,4.393155041968749,4.359380998632886,4.411498202249123,4.271657761668806,4.150576711196655,4.057290141475605,4.090608766008829,4.19510823244677,4.246528976497141,4.343226529777848,4.41091845777287,4.307015128861021,4.347942779497106,4.439183954732126,4.49170988593553,4.531549117011351,4.586137601191508,4.578762817251194,4.326903657590295,4.3939126736222,4.413380989996285,4.482661325510282,4.419832840631743,4.458908876551045,4.501240119257549,4.519274305400677,4.487685632233214,4.555657921963757,4.702234922882639,4.828092935154412,4.8755279898228645,5.011507081014407,5.1249541339602125,5.229177774485542,5.15931936647462,5.182752633139959,5.247457780366471,5.2299000828563305,5.260323800941439,5.256235542201179,5.217633531459743,5.323813073231438,5.426365511721334,5.5481156609238464,5.674359332424633,5.812816449580965,5.944140558927736,5.981655054430951,6.059087989057399,6.267104261220784,6.451430627020141,6.637899405092279,6.736439386004107,6.67498134758636,6.58118728267651,6.5571886190522335,6.614284823607708,6.759888123725789,6.770020002061394,6.944186082917448,7.070180889449395,7.227778350251242,7.419695678338909,7.456986343418769,7.490587422061826,7.501644560936617,7.592164933622439,7.600853040815572,7.944023139754554,8.047937858424504,8.050815775792545,7.731668939541567,7.609006692096091,7.445409564394724,7.33986040051817,7.378546565883971,7.578621738875572,7.813275755622005,7.93483857847809,7.951321432469761,7.921843498811811,7.980373888364376,7.829846804396727,7.845461288795136,7.767547347789275,7.821995825110302,7.7445606938068305,7.626720232323518,7.430200132077372,7.302890678810201,7.34983272289943,7.23727554150309,7.22097182857912,6.97750436676732,7.166147757694347,7.174963997065124,7.219245244604181,6.96344332175817,6.7084282868301965,6.559848793355492,6.411732564192597,6.264079599341522,6.116889898802257,5.970163462574805,5.903148404380887,5.836185580188634,5.769274989998043,5.702416633809113,5.635610511621846,5.522174215769583,5.408792251615907,5.295464619160808,5.182191318404291,5.068972349346354,4.958715340697313,4.848522570740452,4.738394039475771,4.628329746903264,4.518329693022936,4.430694025086008,4.34306139406021,4.255431799945535,4.167805242741984,4.080181722449556,4.024312555232222,3.968397102812266,3.91243536518968,3.856427342364469,3.800373034336629,3.740144384996948,3.679969689064257,3.61984894653856,3.559782157419856,3.499769321708144,3.4498273979112386,3.4000328619003946,3.350385713675613,3.3008859532368926,3.2515335805842325,3.2023285957176366,3.1532709986371,3.1043607893426266,3.0555979678342124,3.0069825341118626,2.9875318422297994,2.968107118236592,2.948708362132239,2.9293355739167435,2.909988753590104,2.890667901152321,2.871373016603393,2.852104099943322,2.832861151172105,2.813644170289746,2.796665166658113,2.7796861630264798,2.7627071593948465,2.7457281557632136,2.7287491521315794,2.711770148499945,2.694791144868314,2.67781214123668,2.6608331376050463,2.6438541339734134,2.620703379863451,2.597552625753491,2.5744018716435275,2.5512511175335666,2.528100363423606,2.504949609313644,2.481798855203684,2.4586481010937207,2.43549734698376,2.412346592873797
ML,World,BC,Mt BC/yr,2.0817974680551248,2.0834926166845813,2.102139860683531,2.102904613695229,2.102507814760893,2.119635161756652,2.1301435929214407,2.1341308560527805,2.1402607157690654,2.1544336092953857,2.145640651560559,2.1438698542639827,2.1351583526603592,2.134788913589326,2.129760957005521,2.132334376199416,2.148721249322264,2.16236796300409,2.165950196704564,2.1636562313001573,2.157391235048469,2.1422586397518764,2.147075039756889,2.1495589554378967,2.152353219842879,2.169533564180317,2.191945518552646,2.193433817023592,2.2014605681285837,2.217486118431958,2.216861976126612,2.207287793533368,2.202963274953343,2.198924646263758,2.1932950569443967,2.198767852428263,2.221320910148165,2.235042994874579,2.2465287924295847,2.250051185626677,2.2465209672593307,2.2280736051978343,2.230517584316077,2.229197573796423,2.2269535096151825,2.238741857117537,2.2567798263415604,2.257224697851936,2.2613758791584773,2.2755221837996302,2.2731856667451176,2.2655828548676507,2.2679911037479976,2.2694676374691407,2.2734550435535303,2.282048662374551,2.311374646807818,2.327980340863868,2.342226222259045,2.3503284236829,2.352695906844251,2.3393751376342378,2.3468736574207107,2.351039507960342,2.355526610982923,2.3721739416786565,2.397593569136281,2.402625015615866,2.4112397269207366,2.429555565401051,2.432356464023388,2.425949034278432,2.431654880277496,2.4371829208643145,2.439004626426469,2.450869906931893,2.4817739646687604,2.501182531916577,2.5184031574907326,2.52750952826269,2.5408270065819583,2.530122422015631,2.539203323164449,2.544302548212118,2.5582064054079168,2.5801776167440784,2.6146338089649483,2.625009751397158,2.6360196906573288,2.6575602497454645,2.667377373650143,2.661476245106545,2.659189541116035,2.671466583651404,2.675266247457639,2.697680008214532,2.736153742778812,2.77067198948414,2.7890789032930483,2.805320330650184,2.814269164728321,2.806221866538468,2.820526034569395,2.8304138183961505,2.8582301432687527,2.8861512599104127,2.9210963017578053,2.9324102584791776,2.945989590304501,2.977385981668112,2.9940005713893525,2.988109714134267,2.987841982178087,3.0091156041350877,3.02434620235608,3.0493796735201397,3.0910127049343483,3.1209783867703997,3.1436158249889816,3.1690756967930964,3.1772096091879343,3.178787012752489,3.223279047633349,3.23147364720154,3.223633020088982,3.252956208126343,3.264912430889098,3.2791105077464966,3.286977592907041,3.322470585782927,3.352667049387376,3.34716559083135,3.360518250492776,3.3832925786080827,3.383780768822696,3.3921660253434336,3.422889629730819,3.451119827262506,3.51193517470164,3.503808918029388,3.541858372195282,3.552291087519296,3.565762350482612,3.5574876689760817,3.5605237632905737,3.613846577822272,3.633892484349118,3.6526479845103337,3.679527709476928,3.742999418541195,3.761150364598436,3.7677374803936345,3.77946731786838,3.8513130010535104,3.846918546772936,3.906255267062519,3.988238484319712,4.099176003681109,4.063315184819183,4.115799692267272,4.154486128768863,4.164412788497767,4.217472238622964,4.276923234782707,4.153939610538886,4.177995941327019,4.271618383259398,4.323458661553618,4.313988278525338,4.124681115066824,4.261994892168215,4.1177853073305615,4.152231305154265,4.366024050863262,4.346598663360523,4.3768835457708,4.336085640897881,4.393155041968749,4.359380998632886,4.411498202249123,4.271657761668806,4.150576711196655,4.057290141475605,4.090608766008829,4.19510823244677,4.246528976497141,4.343226529777848,4.41091845777287,4.307015128861021,4.347942779497106,4.439183954732126,4.49170988593553,4.531549117011351,4.586137601191508,4.578762817251194,4.326903657590295,4.3939126736222,4.413380989996285,4.482661325510282,4.419832840631743,4.458908876551045,4.501240119257549,4.519274305400677,4.487685632233214,4.555657921963757,4.702234922882639,4.828092935154412,4.8755279898228645,5.011507081014407,5.1249541339602125,5.229177774485542,5.15931936647462,5.182752633139959,5.247457780366471,5.2299000828563305,5.260323800941439,5.256235542201179,5.217633531459743,5.323813073231438,5.426365511721334,5.5481156609238464,5.674359332424633,5.812816449580965,5.944140558927736,5.981655054430951,6.059087989057399,6.267104261220784,6.451430627020141,6.637899405092279,6.736439386004107,6.67498134758636,6.58118728267651,6.5571886190522335,6.614284823607708,6.759888123725789,6.770020002061394,6.944186082917448,7.070180889449395,7.227778350251242,7.419695678338909,7.456986343418769,7.490587422061826,7.501644560936617,7.592164933622439,7.600853040815572,7.944023139754554,8.047937858424504,8.050815775792545,7.731668939541567,7.609006692096091,7.445409564394724,7.33986040051817,7.378546565883971,7.578621738875572,7.813275755622005,7.93483857847809,7.951321432469761,7.921843498811811,7.980373888364376,7.829846804396727,7.845461288795136,7.767547347789275,7.821995825110302,7.7445606938068305,7.626720232323518,7.430200132077372,7.302890678810201,7.34983272289943,7.23727554150309,7.22097182857912,6.97750436676732,7.166147757694347,7.174963997065124,7.219245244604181,7.183861714757914,7.1487983218338425,7.06148789498044,6.974195987252974,6.886922598651447,6.79966772917586,6.712431378826206,6.621496384927204,6.530601286606866,6.4397460838652005,6.348930776702204,6.258155365117879,6.159030196051468,6.0599179651170525,5.960818672314641,5.8617323176442255,5.762658901105811,5.686258303939448,5.609869931940649,5.533493785109414,5.457129863445735,5.380778166949618,5.2863106773749005,5.191881935967722,5.097491942728095,5.003140697656004,4.908828200751457,4.850905615544284,4.792990929365553,4.735084142215263,4.677185254093419,4.619294265000017,4.561411174935064,4.503535983898544,4.445668691890476,4.387809298910848,4.329957804959661,4.277362203702767,4.22478239654327,4.172218383481175,4.1196701645164815,4.067137739649191,4.0146211088793,3.9621202722068114,3.909635229631721,3.857165981154034,3.804712526773751,3.75207609812752,3.699478736756759,3.6469204426614663,3.594401215841644,3.5419210562972903,3.489479964028405,3.4370779390349906,3.3847149813170443,3.332391090874567,3.28010626770756,3.237515802358411,3.19492533700926,3.152334871660109,3.109744406310957,3.0671539409618074,3.0245634756126565,2.9819730102635065,2.9393825449143547,2.896792079565204,2.854201614216054,2.826168549314472,2.798135484412887,2.7701024195113053,2.742069354609724,2.7140362897081407,2.686003224806558,2.6579701599049748,2.629937095003392,2.60190403010181,2.573870965200228
