Scenario,Variable,Region,Unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
H,Solar,World,W/m2,0.102215039,0.097800073,0.079453784,0.049375854,0.013198096,-0.021216797,-0.045694116,-0.053276001,-0.034134082,0.017223047,0.067722144,0.092605078,0.086458447,0.064368018,0.031029565,-0.005725415,-0.035569336,-0.049687866,-0.036505371,0.019656738,0.085803223,0.117472412,0.109921729,0.086988867,0.051045117,0.010296387,-0.025428955,-0.04658335,-0.042776807,0.00185647,0.073260352,0.116037158,0.115881152,0.09159104,0.054726855,0.011201221,-0.025491357,-0.044789282,-0.031091968,0.037519409,0.117659619,0.14483584,0.13073291,0.112558228,0.081778271,0.045912524,0.008018701,-0.025850171,-0.050889111,-0.063119971,-0.060592676,-0.042386792,-0.01251167,0.015631787,0.032792432,0.035070117,0.026520996,0.012043652,-0.008003101,-0.029656714,-0.049173047,-0.062589551,-0.067285327,-0.062012329,-0.04633374,-0.025428955,-0.006458643,0.005148193,0.006895459,-0.000452417,-0.01385332,-0.031169971,-0.047768994,-0.059188623,-0.061591113,-0.049968677,-0.020031152,0.013354102,0.037753418,0.045163696,0.036130957,0.016396216,-0.010155981,-0.035272925,-0.05084231,-0.048299414,-0.014945361,0.044071655,0.088002905,0.099828149,0.086146436,0.063712793,0.030920361,-0.003931348,-0.034258887,-0.052792383,-0.05404043,-0.041669165,-0.029329102,-0.016957837,-0.004586572,0.007755115,0.002283199,0.001503155,-0.008608617,-0.022483778,-0.031076153,-0.033493861,-0.027442585,-0.010582326,0.003677079,0.014255227,0.012137769,-0.000113051,-0.00729009,-0.014365156,-0.02002363,-0.022910636,-0.027321755,-0.017514599,0.00030808,0.001711748,0.012501711,0.006781097,-0.002874825,-0.011223703,-0.026864081,-0.034041629,-0.038585891,-0.044414996,-0.043133184,-0.02914475,-0.009765283,-0.0139294,-0.016904667,0.006303574,-0.008147652,-0.024589088,-0.0347705,-0.03873455,-0.040153643,-0.036669284,-0.011180534,0.009687197,0.026166585,0.045983347,0.027203746,0.001572803,-0.014835431,-0.022544941,-0.031760399,-0.037104946,-0.046172392,-0.044020665,-0.025593424,0.007650937,-0.007035736,0.016989508,0.003997426,0.012103199,-0.004713129,-0.017121066,-0.035164704,-0.042070688,-0.040539982,-0.026775991,0.012960753,0.044951,0.066088955,0.069872033,0.03721586,0.006247097,-0.012936006,-0.030427682,-0.034474303,-0.026714256,-0.005576675,0.022760144,0.046467863,0.030929014,0.022965815,0.023177128,0.000975443,-0.015562053,-0.022505192,-0.014754991,0.011807207,0.069491105,0.072716596,0.062298183,0.05939626,0.039991591,0.024234164,0.005791151,-0.012855396,-0.00760081,0.027684672,0.044758679,0.090184252,0.105744011,0.090747839,0.057158453,0.012638911,0.010661935,-0.002371802,-0.002214728,0.025055738,0.085120676,0.140971596,0.148348622,0.116747134,0.095109484,0.047058505,0.013677183,0.002084495,-0.003225144,-0.000255593,0.025326675,0.057061643,0.073798401,0.076757746,0.078687518,0.050055185,0.048265187,0.019473292,0.005395537,0.005675237,0.001041957,0.03112505,0.077248973,0.115961036,0.108322711,0.11087221,0.067596484,0.065785705,0.014804317,-0.002380265,-0.000259183,0.010584463,0.055609312,0.117371927,0.105951871,0.104195202,0.083534446,0.034701259,0.005129601,-0.000487593,-0.012655272,0.003701228,0.05061655,0.085073072,0.110136855,0.099598671,0.104868677,0.043571881,0.016789555,-0.009682365,-0.015652004,-0.0271628,-0.029668862,-0.029721937,-0.007547777,0.026778812,0.041142496,0.049433641,0.059315907,0.02942091,-0.007377415,-0.01725677,-0.021257743,-0.021963061,-0.016758823,0.019767054,0.059602872,0.082191409,0.091047066,0.069002075,0.044016904,0.018579272,0.008369927,-0.00860819,-0.017686748,-0.026619857,-0.024629105,-0.002803447,0.035476502,0.040040464,0.057107053,0.039972206,0.039285737,0.014745503,-0.008383653,-0.028618399,-0.034189988,-0.031521988,-0.019106882,0.017031181,0.041573852,0.069042295,0.071676679,0.049390857,0.014869196,-0.002150445,-0.017823158,-0.029059917,-0.024753386,-0.003838513,0.022051982,0.02282058,0.027108732,0.030335745,0.008811901,-0.009428139,-0.024429834,-0.029734503,-0.031695702,-0.025265085,0.003310615,0.0288445,0.042992316,0.037252874,0.021467646,-0.001045239,-0.01193935,-0.020053634,-0.031883922,-0.036702024,-0.041539118,-0.035179492,-0.017277969,0.002084025,0.015693976,0.017454748,0.01637087,0.001955416,-0.004721735,-0.02636841,-0.038316834,-0.039288131,-0.037597156,-0.020906965,0.006823825,0.027237469,0.053755399,0.042793689,0.02052708,0.002851317,-0.017811351,-0.024866351,-0.03142223,-0.02191596
HL,Solar,World,W/m2,0.102215039,0.097800073,0.079453784,0.049375854,0.013198096,-0.021216797,-0.045694116,-0.053276001,-0.034134082,0.017223047,0.067722144,0.092605078,0.086458447,0.064368018,0.031029565,-0.005725415,-0.035569336,-0.049687866,-0.036505371,0.019656738,0.085803223,0.117472412,0.109921729,0.086988867,0.051045117,0.010296387,-0.025428955,-0.04658335,-0.042776807,0.00185647,0.073260352,0.116037158,0.115881152,0.09159104,0.054726855,0.011201221,-0.025491357,-0.044789282,-0.031091968,0.037519409,0.117659619,0.14483584,0.13073291,0.112558228,0.081778271,0.045912524,0.008018701,-0.025850171,-0.050889111,-0.063119971,-0.060592676,-0.042386792,-0.01251167,0.015631787,0.032792432,0.035070117,0.026520996,0.012043652,-0.008003101,-0.029656714,-0.049173047,-0.062589551,-0.067285327,-0.062012329,-0.04633374,-0.025428955,-0.006458643,0.005148193,0.006895459,-0.000452417,-0.01385332,-0.031169971,-0.047768994,-0.059188623,-0.061591113,-0.049968677,-0.020031152,0.013354102,0.037753418,0.045163696,0.036130957,0.016396216,-0.010155981,-0.035272925,-0.05084231,-0.048299414,-0.014945361,0.044071655,0.088002905,0.099828149,0.086146436,0.063712793,0.030920361,-0.003931348,-0.034258887,-0.052792383,-0.05404043,-0.041669165,-0.029329102,-0.016957837,-0.004586572,0.007755115,0.002283199,0.001503155,-0.008608617,-0.022483778,-0.031076153,-0.033493861,-0.027442585,-0.010582326,0.003677079,0.014255227,0.012137769,-0.000113051,-0.00729009,-0.014365156,-0.02002363,-0.022910636,-0.027321755,-0.017514599,0.00030808,0.001711748,0.012501711,0.006781097,-0.002874825,-0.011223703,-0.026864081,-0.034041629,-0.038585891,-0.044414996,-0.043133184,-0.02914475,-0.009765283,-0.0139294,-0.016904667,0.006303574,-0.008147652,-0.024589088,-0.0347705,-0.03873455,-0.040153643,-0.036669284,-0.011180534,0.009687197,0.026166585,0.045983347,0.027203746,0.001572803,-0.014835431,-0.022544941,-0.031760399,-0.037104946,-0.046172392,-0.044020665,-0.025593424,0.007650937,-0.007035736,0.016989508,0.003997426,0.012103199,-0.004713129,-0.017121066,-0.035164704,-0.042070688,-0.040539982,-0.026775991,0.012960753,0.044951,0.066088955,0.069872033,0.03721586,0.006247097,-0.012936006,-0.030427682,-0.034474303,-0.026714256,-0.005576675,0.022760144,0.046467863,0.030929014,0.022965815,0.023177128,0.000975443,-0.015562053,-0.022505192,-0.014754991,0.011807207,0.069491105,0.072716596,0.062298183,0.05939626,0.039991591,0.024234164,0.005791151,-0.012855396,-0.00760081,0.027684672,0.044758679,0.090184252,0.105744011,0.090747839,0.057158453,0.012638911,0.010661935,-0.002371802,-0.002214728,0.025055738,0.085120676,0.140971596,0.148348622,0.116747134,0.095109484,0.047058505,0.013677183,0.002084495,-0.003225144,-0.000255593,0.025326675,0.057061643,0.073798401,0.076757746,0.078687518,0.050055185,0.048265187,0.019473292,0.005395537,0.005675237,0.001041957,0.03112505,0.077248973,0.115961036,0.108322711,0.11087221,0.067596484,0.065785705,0.014804317,-0.002380265,-0.000259183,0.010584463,0.055609312,0.117371927,0.105951871,0.104195202,0.083534446,0.034701259,0.005129601,-0.000487593,-0.012655272,0.003701228,0.05061655,0.085073072,0.110136855,0.099598671,0.104868677,0.043571881,0.016789555,-0.009682365,-0.015652004,-0.0271628,-0.029668862,-0.029721937,-0.007547777,0.026778812,0.041142496,0.049433641,0.059315907,0.02942091,-0.007377415,-0.01725677,-0.021257743,-0.021963061,-0.016758823,0.019767054,0.059602872,0.082191409,0.091047066,0.069002075,0.044016904,0.018579272,0.008369927,-0.00860819,-0.017686748,-0.026619857,-0.024629105,-0.002803447,0.035476502,0.040040464,0.057107053,0.039972206,0.039285737,0.014745503,-0.008383653,-0.028618399,-0.034189988,-0.031521988,-0.019106882,0.017031181,0.041573852,0.069042295,0.071676679,0.049390857,0.014869196,-0.002150445,-0.017823158,-0.029059917,-0.024753386,-0.003838513,0.022051982,0.02282058,0.027108732,0.030335745,0.008811901,-0.009428139,-0.024429834,-0.029734503,-0.031695702,-0.025265085,0.003310615,0.0288445,0.042992316,0.037252874,0.021467646,-0.001045239,-0.01193935,-0.020053634,-0.031883922,-0.036702024,-0.041539118,-0.035179492,-0.017277969,0.002084025,0.015693976,0.017454748,0.01637087,0.001955416,-0.004721735,-0.02636841,-0.038316834,-0.039288131,-0.037597156,-0.020906965,0.006823825,0.027237469,0.053755399,0.042793689,0.02052708,0.002851317,-0.017811351,-0.024866351,-0.03142223,-0.02191596
L,Solar,World,W/m2,0.102215039,0.097800073,0.079453784,0.049375854,0.013198096,-0.021216797,-0.045694116,-0.053276001,-0.034134082,0.017223047,0.067722144,0.092605078,0.086458447,0.064368018,0.031029565,-0.005725415,-0.035569336,-0.049687866,-0.036505371,0.019656738,0.085803223,0.117472412,0.109921729,0.086988867,0.051045117,0.010296387,-0.025428955,-0.04658335,-0.042776807,0.00185647,0.073260352,0.116037158,0.115881152,0.09159104,0.054726855,0.011201221,-0.025491357,-0.044789282,-0.031091968,0.037519409,0.117659619,0.14483584,0.13073291,0.112558228,0.081778271,0.045912524,0.008018701,-0.025850171,-0.050889111,-0.063119971,-0.060592676,-0.042386792,-0.01251167,0.015631787,0.032792432,0.035070117,0.026520996,0.012043652,-0.008003101,-0.029656714,-0.049173047,-0.062589551,-0.067285327,-0.062012329,-0.04633374,-0.025428955,-0.006458643,0.005148193,0.006895459,-0.000452417,-0.01385332,-0.031169971,-0.047768994,-0.059188623,-0.061591113,-0.049968677,-0.020031152,0.013354102,0.037753418,0.045163696,0.036130957,0.016396216,-0.010155981,-0.035272925,-0.05084231,-0.048299414,-0.014945361,0.044071655,0.088002905,0.099828149,0.086146436,0.063712793,0.030920361,-0.003931348,-0.034258887,-0.052792383,-0.05404043,-0.041669165,-0.029329102,-0.016957837,-0.004586572,0.007755115,0.002283199,0.001503155,-0.008608617,-0.022483778,-0.031076153,-0.033493861,-0.027442585,-0.010582326,0.003677079,0.014255227,0.012137769,-0.000113051,-0.00729009,-0.014365156,-0.02002363,-0.022910636,-0.027321755,-0.017514599,0.00030808,0.001711748,0.012501711,0.006781097,-0.002874825,-0.011223703,-0.026864081,-0.034041629,-0.038585891,-0.044414996,-0.043133184,-0.02914475,-0.009765283,-0.0139294,-0.016904667,0.006303574,-0.008147652,-0.024589088,-0.0347705,-0.03873455,-0.040153643,-0.036669284,-0.011180534,0.009687197,0.026166585,0.045983347,0.027203746,0.001572803,-0.014835431,-0.022544941,-0.031760399,-0.037104946,-0.046172392,-0.044020665,-0.025593424,0.007650937,-0.007035736,0.016989508,0.003997426,0.012103199,-0.004713129,-0.017121066,-0.035164704,-0.042070688,-0.040539982,-0.026775991,0.012960753,0.044951,0.066088955,0.069872033,0.03721586,0.006247097,-0.012936006,-0.030427682,-0.034474303,-0.026714256,-0.005576675,0.022760144,0.046467863,0.030929014,0.022965815,0.023177128,0.000975443,-0.015562053,-0.022505192,-0.014754991,0.011807207,0.069491105,0.072716596,0.062298183,0.05939626,0.039991591,0.024234164,0.005791151,-0.012855396,-0.00760081,0.027684672,0.044758679,0.090184252,0.105744011,0.090747839,0.057158453,0.012638911,0.010661935,-0.002371802,-0.002214728,0.025055738,0.085120676,0.140971596,0.148348622,0.116747134,0.095109484,0.047058505,0.013677183,0.002084495,-0.003225144,-0.000255593,0.025326675,0.057061643,0.073798401,0.076757746,0.078687518,0.050055185,0.048265187,0.019473292,0.005395537,0.005675237,0.001041957,0.03112505,0.077248973,0.115961036,0.108322711,0.11087221,0.067596484,0.065785705,0.014804317,-0.002380265,-0.000259183,0.010584463,0.055609312,0.117371927,0.105951871,0.104195202,0.083534446,0.034701259,0.005129601,-0.000487593,-0.012655272,0.003701228,0.05061655,0.085073072,0.110136855,0.099598671,0.104868677,0.043571881,0.016789555,-0.009682365,-0.015652004,-0.0271628,-0.029668862,-0.029721937,-0.007547777,0.026778812,0.041142496,0.049433641,0.059315907,0.02942091,-0.007377415,-0.01725677,-0.021257743,-0.021963061,-0.016758823,0.019767054,0.059602872,0.082191409,0.091047066,0.069002075,0.044016904,0.018579272,0.008369927,-0.00860819,-0.017686748,-0.026619857,-0.024629105,-0.002803447,0.035476502,0.040040464,0.057107053,0.039972206,0.039285737,0.014745503,-0.008383653,-0.028618399,-0.034189988,-0.031521988,-0.019106882,0.017031181,0.041573852,0.069042295,0.071676679,0.049390857,0.014869196,-0.002150445,-0.017823158,-0.029059917,-0.024753386,-0.003838513,0.022051982,0.02282058,0.027108732,0.030335745,0.008811901,-0.009428139,-0.024429834,-0.029734503,-0.031695702,-0.025265085,0.003310615,0.0288445,0.042992316,0.037252874,0.021467646,-0.001045239,-0.01193935,-0.020053634,-0.031883922,-0.036702024,-0.041539118,-0.035179492,-0.017277969,0.002084025,0.015693976,0.017454748,0.01637087,0.001955416,-0.004721735,-0.02636841,-0.038316834,-0.039288131,-0.037597156,-0.020906965,0.006823825,0.027237469,0.053755399,0.042793689,0.02052708,0.002851317,-0.017811351,-0.024866351,-0.03142223,-0.02191596
LN,Solar,World,W/m2,0.102215039,0.097800073,0.079453784,0.049375854,0.013198096,-0.021216797,-0.045694116,-0.053276001,-0.034134082,0.017223047,0.067722144,0.092605078,0.086458447,0.064368018,0.031029565,-0.005725415,-0.035569336,-0.049687866,-0.036505371,0.019656738,0.085803223,0.117472412,0.109921729,0.086988867,0.051045117,0.010296387,-0.025428955,-0.04658335,-0.042776807,0.00185647,0.073260352,0.116037158,0.115881152,0.09159104,0.054726855,0.011201221,-0.025491357,-0.044789282,-0.031091968,0.037519409,0.117659619,0.14483584,0.13073291,0.112558228,0.081778271,0.045912524,0.008018701,-0.025850171,-0.050889111,-0.063119971,-0.060592676,-0.042386792,-0.01251167,0.015631787,0.032792432,0.035070117,0.026520996,0.012043652,-0.008003101,-0.029656714,-0.049173047,-0.062589551,-0.067285327,-0.062012329,-0.04633374,-0.025428955,-0.006458643,0.005148193,0.006895459,-0.000452417,-0.01385332,-0.031169971,-0.047768994,-0.059188623,-0.061591113,-0.049968677,-0.020031152,0.013354102,0.037753418,0.045163696,0.036130957,0.016396216,-0.010155981,-0.035272925,-0.05084231,-0.048299414,-0.014945361,0.044071655,0.088002905,0.099828149,0.086146436,0.063712793,0.030920361,-0.003931348,-0.034258887,-0.052792383,-0.05404043,-0.041669165,-0.029329102,-0.016957837,-0.004586572,0.007755115,0.002283199,0.001503155,-0.008608617,-0.022483778,-0.031076153,-0.033493861,-0.027442585,-0.010582326,0.003677079,0.014255227,0.012137769,-0.000113051,-0.00729009,-0.014365156,-0.02002363,-0.022910636,-0.027321755,-0.017514599,0.00030808,0.001711748,0.012501711,0.006781097,-0.002874825,-0.011223703,-0.026864081,-0.034041629,-0.038585891,-0.044414996,-0.043133184,-0.02914475,-0.009765283,-0.0139294,-0.016904667,0.006303574,-0.008147652,-0.024589088,-0.0347705,-0.03873455,-0.040153643,-0.036669284,-0.011180534,0.009687197,0.026166585,0.045983347,0.027203746,0.001572803,-0.014835431,-0.022544941,-0.031760399,-0.037104946,-0.046172392,-0.044020665,-0.025593424,0.007650937,-0.007035736,0.016989508,0.003997426,0.012103199,-0.004713129,-0.017121066,-0.035164704,-0.042070688,-0.040539982,-0.026775991,0.012960753,0.044951,0.066088955,0.069872033,0.03721586,0.006247097,-0.012936006,-0.030427682,-0.034474303,-0.026714256,-0.005576675,0.022760144,0.046467863,0.030929014,0.022965815,0.023177128,0.000975443,-0.015562053,-0.022505192,-0.014754991,0.011807207,0.069491105,0.072716596,0.062298183,0.05939626,0.039991591,0.024234164,0.005791151,-0.012855396,-0.00760081,0.027684672,0.044758679,0.090184252,0.105744011,0.090747839,0.057158453,0.012638911,0.010661935,-0.002371802,-0.002214728,0.025055738,0.085120676,0.140971596,0.148348622,0.116747134,0.095109484,0.047058505,0.013677183,0.002084495,-0.003225144,-0.000255593,0.025326675,0.057061643,0.073798401,0.076757746,0.078687518,0.050055185,0.048265187,0.019473292,0.005395537,0.005675237,0.001041957,0.03112505,0.077248973,0.115961036,0.108322711,0.11087221,0.067596484,0.065785705,0.014804317,-0.002380265,-0.000259183,0.010584463,0.055609312,0.117371927,0.105951871,0.104195202,0.083534446,0.034701259,0.005129601,-0.000487593,-0.012655272,0.003701228,0.05061655,0.085073072,0.110136855,0.099598671,0.104868677,0.043571881,0.016789555,-0.009682365,-0.015652004,-0.0271628,-0.029668862,-0.029721937,-0.007547777,0.026778812,0.041142496,0.049433641,0.059315907,0.02942091,-0.007377415,-0.01725677,-0.021257743,-0.021963061,-0.016758823,0.019767054,0.059602872,0.082191409,0.091047066,0.069002075,0.044016904,0.018579272,0.008369927,-0.00860819,-0.017686748,-0.026619857,-0.024629105,-0.002803447,0.035476502,0.040040464,0.057107053,0.039972206,0.039285737,0.014745503,-0.008383653,-0.028618399,-0.034189988,-0.031521988,-0.019106882,0.017031181,0.041573852,0.069042295,0.071676679,0.049390857,0.014869196,-0.002150445,-0.017823158,-0.029059917,-0.024753386,-0.003838513,0.022051982,0.02282058,0.027108732,0.030335745,0.008811901,-0.009428139,-0.024429834,-0.029734503,-0.031695702,-0.025265085,0.003310615,0.0288445,0.042992316,0.037252874,0.021467646,-0.001045239,-0.01193935,-0.020053634,-0.031883922,-0.036702024,-0.041539118,-0.035179492,-0.017277969,0.002084025,0.015693976,0.017454748,0.01637087,0.001955416,-0.004721735,-0.02636841,-0.038316834,-0.039288131,-0.037597156,-0.020906965,0.006823825,0.027237469,0.053755399,0.042793689,0.02052708,0.002851317,-0.017811351,-0.024866351,-0.03142223,-0.02191596
M,Solar,World,W/m2,0.102215039,0.097800073,0.079453784,0.049375854,0.013198096,-0.021216797,-0.045694116,-0.053276001,-0.034134082,0.017223047,0.067722144,0.092605078,0.086458447,0.064368018,0.031029565,-0.005725415,-0.035569336,-0.049687866,-0.036505371,0.019656738,0.085803223,0.117472412,0.109921729,0.086988867,0.051045117,0.010296387,-0.025428955,-0.04658335,-0.042776807,0.00185647,0.073260352,0.116037158,0.115881152,0.09159104,0.054726855,0.011201221,-0.025491357,-0.044789282,-0.031091968,0.037519409,0.117659619,0.14483584,0.13073291,0.112558228,0.081778271,0.045912524,0.008018701,-0.025850171,-0.050889111,-0.063119971,-0.060592676,-0.042386792,-0.01251167,0.015631787,0.032792432,0.035070117,0.026520996,0.012043652,-0.008003101,-0.029656714,-0.049173047,-0.062589551,-0.067285327,-0.062012329,-0.04633374,-0.025428955,-0.006458643,0.005148193,0.006895459,-0.000452417,-0.01385332,-0.031169971,-0.047768994,-0.059188623,-0.061591113,-0.049968677,-0.020031152,0.013354102,0.037753418,0.045163696,0.036130957,0.016396216,-0.010155981,-0.035272925,-0.05084231,-0.048299414,-0.014945361,0.044071655,0.088002905,0.099828149,0.086146436,0.063712793,0.030920361,-0.003931348,-0.034258887,-0.052792383,-0.05404043,-0.041669165,-0.029329102,-0.016957837,-0.004586572,0.007755115,0.002283199,0.001503155,-0.008608617,-0.022483778,-0.031076153,-0.033493861,-0.027442585,-0.010582326,0.003677079,0.014255227,0.012137769,-0.000113051,-0.00729009,-0.014365156,-0.02002363,-0.022910636,-0.027321755,-0.017514599,0.00030808,0.001711748,0.012501711,0.006781097,-0.002874825,-0.011223703,-0.026864081,-0.034041629,-0.038585891,-0.044414996,-0.043133184,-0.02914475,-0.009765283,-0.0139294,-0.016904667,0.006303574,-0.008147652,-0.024589088,-0.0347705,-0.03873455,-0.040153643,-0.036669284,-0.011180534,0.009687197,0.026166585,0.045983347,0.027203746,0.001572803,-0.014835431,-0.022544941,-0.031760399,-0.037104946,-0.046172392,-0.044020665,-0.025593424,0.007650937,-0.007035736,0.016989508,0.003997426,0.012103199,-0.004713129,-0.017121066,-0.035164704,-0.042070688,-0.040539982,-0.026775991,0.012960753,0.044951,0.066088955,0.069872033,0.03721586,0.006247097,-0.012936006,-0.030427682,-0.034474303,-0.026714256,-0.005576675,0.022760144,0.046467863,0.030929014,0.022965815,0.023177128,0.000975443,-0.015562053,-0.022505192,-0.014754991,0.011807207,0.069491105,0.072716596,0.062298183,0.05939626,0.039991591,0.024234164,0.005791151,-0.012855396,-0.00760081,0.027684672,0.044758679,0.090184252,0.105744011,0.090747839,0.057158453,0.012638911,0.010661935,-0.002371802,-0.002214728,0.025055738,0.085120676,0.140971596,0.148348622,0.116747134,0.095109484,0.047058505,0.013677183,0.002084495,-0.003225144,-0.000255593,0.025326675,0.057061643,0.073798401,0.076757746,0.078687518,0.050055185,0.048265187,0.019473292,0.005395537,0.005675237,0.001041957,0.03112505,0.077248973,0.115961036,0.108322711,0.11087221,0.067596484,0.065785705,0.014804317,-0.002380265,-0.000259183,0.010584463,0.055609312,0.117371927,0.105951871,0.104195202,0.083534446,0.034701259,0.005129601,-0.000487593,-0.012655272,0.003701228,0.05061655,0.085073072,0.110136855,0.099598671,0.104868677,0.043571881,0.016789555,-0.009682365,-0.015652004,-0.0271628,-0.029668862,-0.029721937,-0.007547777,0.026778812,0.041142496,0.049433641,0.059315907,0.02942091,-0.007377415,-0.01725677,-0.021257743,-0.021963061,-0.016758823,0.019767054,0.059602872,0.082191409,0.091047066,0.069002075,0.044016904,0.018579272,0.008369927,-0.00860819,-0.017686748,-0.026619857,-0.024629105,-0.002803447,0.035476502,0.040040464,0.057107053,0.039972206,0.039285737,0.014745503,-0.008383653,-0.028618399,-0.034189988,-0.031521988,-0.019106882,0.017031181,0.041573852,0.069042295,0.071676679,0.049390857,0.014869196,-0.002150445,-0.017823158,-0.029059917,-0.024753386,-0.003838513,0.022051982,0.02282058,0.027108732,0.030335745,0.008811901,-0.009428139,-0.024429834,-0.029734503,-0.031695702,-0.025265085,0.003310615,0.0288445,0.042992316,0.037252874,0.021467646,-0.001045239,-0.01193935,-0.020053634,-0.031883922,-0.036702024,-0.041539118,-0.035179492,-0.017277969,0.002084025,0.015693976,0.017454748,0.01637087,0.001955416,-0.004721735,-0.02636841,-0.038316834,-0.039288131,-0.037597156,-0.020906965,0.006823825,0.027237469,0.053755399,0.042793689,0.02052708,0.002851317,-0.017811351,-0.024866351,-0.03142223,-0.02191596
